location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Australia,2022-01-04,16,19,89.44,84.65
Australia,2022-01-04,20,29,87.77,83.46
Australia,2022-01-04,30,39,92.89,89.31
Australia,2022-01-04,40,49,94.09,91.51
Australia,2022-01-04,50,59,95.94,93.99
Australia,2022-01-04,60,69,97.81,96.12
Australia,2022-01-04,70,79,101.94,100.32
Australia,2022-01-04,80,89,103.14,100.52
Australia,2022-01-04,90,,104.29,99.0
Australia,2022-01-05,12,15,79.54,73.35
Australia,2022-01-05,16,19,89.55,84.85
Australia,2022-01-05,20,29,87.84,83.61
Australia,2022-01-05,30,39,92.95,89.43
Australia,2022-01-05,40,49,94.13,91.61
Australia,2022-01-05,50,59,95.98,94.06
Australia,2022-01-05,60,69,97.84,96.18
Australia,2022-01-05,70,79,101.98,100.39
Australia,2022-01-05,80,89,103.19,100.6
Australia,2022-01-05,90,,104.36,99.1
Australia,2022-01-06,12,15,79.68,73.54
Australia,2022-01-06,16,19,89.66,85.08
Australia,2022-01-06,20,29,87.91,83.77
Australia,2022-01-06,30,39,93.02,89.56
Australia,2022-01-06,40,49,94.18,91.71
Australia,2022-01-06,50,59,96.02,94.14
Australia,2022-01-06,60,69,97.87,96.25
Australia,2022-01-06,70,79,102.01,100.45
Australia,2022-01-06,80,89,103.23,100.67
Australia,2022-01-06,90,,104.45,99.21
Australia,2022-01-07,12,15,79.84,73.74
Australia,2022-01-07,16,19,89.73,85.27
Australia,2022-01-07,20,29,87.99,83.93
Australia,2022-01-07,30,39,93.1,89.7
Australia,2022-01-07,40,49,94.23,91.81
Australia,2022-01-07,50,59,96.06,94.22
Australia,2022-01-07,60,69,97.91,96.32
Australia,2022-01-07,70,79,102.05,100.52
Australia,2022-01-07,80,89,103.28,100.75
Australia,2022-01-07,90,,104.55,99.33
Australia,2022-01-08,12,15,80.01,73.95
Australia,2022-01-08,16,19,89.8,85.44
Australia,2022-01-08,20,29,88.07,84.09
Australia,2022-01-08,30,39,93.18,89.84
Australia,2022-01-08,40,49,94.29,91.91
Australia,2022-01-08,50,59,96.1,94.29
Australia,2022-01-08,60,69,97.95,96.38
Australia,2022-01-08,70,79,102.08,100.57
Australia,2022-01-08,80,89,103.33,100.83
Australia,2022-01-08,90,,104.64,99.44
Australia,2022-01-09,12,15,80.1,74.04
Australia,2022-01-09,16,19,89.85,85.57
Australia,2022-01-09,20,29,88.11,84.18
Australia,2022-01-09,30,39,93.23,89.92
Australia,2022-01-09,40,49,94.31,91.96
Australia,2022-01-09,50,59,96.12,94.33
Australia,2022-01-09,60,69,97.97,96.41
Australia,2022-01-09,70,79,102.11,100.6
Australia,2022-01-09,80,89,103.36,100.87
Australia,2022-01-09,90,,104.72,99.52
Australia,2022-01-10,12,15,80.11,74.08
Australia,2022-01-10,16,19,89.89,85.65
Australia,2022-01-10,20,29,88.14,84.24
Australia,2022-01-10,30,39,93.26,89.98
Australia,2022-01-10,40,49,94.32,91.99
Australia,2022-01-10,50,59,96.13,94.35
Australia,2022-01-10,60,69,97.99,96.43
Australia,2022-01-10,70,79,102.13,100.63
Australia,2022-01-10,80,89,103.39,100.91
Australia,2022-01-10,90,,104.78,99.59
Australia,2022-01-11,12,15,80.35,74.25
Australia,2022-01-11,16,19,89.96,85.82
Australia,2022-01-11,20,29,88.21,84.39
Australia,2022-01-11,30,39,93.32,90.1
Australia,2022-01-11,40,49,94.37,92.08
Australia,2022-01-11,5,11,1.55,0.0
Australia,2022-01-11,50,59,96.17,94.42
Australia,2022-01-11,60,69,98.03,96.49
Australia,2022-01-11,70,79,102.16,100.68
Australia,2022-01-11,80,89,103.45,100.99
Australia,2022-01-11,90,,104.86,99.71
Australia,2022-01-12,12,15,80.58,74.45
Australia,2022-01-12,16,19,90.08,86.0
Australia,2022-01-12,20,29,88.28,84.49
Australia,2022-01-12,30,39,93.39,90.18
Australia,2022-01-12,40,49,94.42,92.15
Australia,2022-01-12,5,11,3.78,0.0
Australia,2022-01-12,50,59,96.21,94.47
Australia,2022-01-12,60,69,98.07,96.54
Australia,2022-01-12,70,79,102.2,100.73
Australia,2022-01-12,80,89,103.5,101.06
Australia,2022-01-12,90,,104.95,99.82
Australia,2022-01-13,12,15,80.81,74.64
Australia,2022-01-13,16,19,90.19,86.18
Australia,2022-01-13,20,29,88.35,84.61
Australia,2022-01-13,30,39,93.45,90.29
Australia,2022-01-13,40,49,94.47,92.24
Australia,2022-01-13,5,11,6.22,0.0
Australia,2022-01-13,50,59,96.25,94.54
Australia,2022-01-13,60,69,98.11,96.59
Australia,2022-01-13,70,79,102.24,100.78
Australia,2022-01-13,80,89,103.56,101.14
Australia,2022-01-13,90,,105.05,99.94
Australia,2022-01-14,12,15,81.06,74.83
Australia,2022-01-14,16,19,90.26,86.33
Australia,2022-01-14,20,29,88.42,84.74
Australia,2022-01-14,30,39,93.52,90.4
Australia,2022-01-14,40,49,94.52,92.31
Australia,2022-01-14,5,11,8.68,0.0
Australia,2022-01-14,50,59,96.29,94.6
Australia,2022-01-14,60,69,98.14,96.64
Australia,2022-01-14,70,79,102.28,100.84
Australia,2022-01-14,80,89,103.62,101.22
Australia,2022-01-14,90,,105.16,100.06
Australia,2022-01-15,12,15,81.3,74.99
Australia,2022-01-15,16,19,90.33,86.46
Australia,2022-01-15,20,29,88.49,84.85
Australia,2022-01-15,30,39,93.6,90.5
Australia,2022-01-15,40,49,94.57,92.39
Australia,2022-01-15,5,11,11.23,0.0
Australia,2022-01-15,50,59,96.33,94.66
Australia,2022-01-15,60,69,98.19,96.69
Australia,2022-01-15,70,79,102.33,100.89
Australia,2022-01-15,80,89,103.68,101.29
Australia,2022-01-15,90,,105.27,100.18
Australia,2022-01-16,12,15,81.4,75.05
Australia,2022-01-16,16,19,90.38,86.54
Australia,2022-01-16,20,29,88.53,84.9
Australia,2022-01-16,30,39,93.65,90.55
Australia,2022-01-16,40,49,94.6,92.43
Australia,2022-01-16,5,11,12.96,0.0
Australia,2022-01-16,50,59,96.35,94.68
Australia,2022-01-16,60,69,98.21,96.71
Australia,2022-01-16,70,79,102.36,100.92
Australia,2022-01-16,80,89,103.71,101.32
Australia,2022-01-16,90,,105.35,100.26
Australia,2022-01-17,12,15,81.45,75.04
Australia,2022-01-17,16,19,90.42,86.58
Australia,2022-01-17,20,29,88.55,84.94
Australia,2022-01-17,30,39,93.68,90.59
Australia,2022-01-17,40,49,94.61,92.44
Australia,2022-01-17,5,11,14.17,0.0
Australia,2022-01-17,50,59,96.36,94.69
Australia,2022-01-17,60,69,98.23,96.73
Australia,2022-01-17,70,79,102.38,100.94
Australia,2022-01-17,80,89,103.75,101.36
Australia,2022-01-17,90,,105.41,100.32
Australia,2022-01-18,12,15,81.65,75.17
Australia,2022-01-18,16,19,90.5,86.69
Australia,2022-01-18,20,29,88.63,85.03
Australia,2022-01-18,30,39,93.74,90.66
Australia,2022-01-18,40,49,94.66,92.5
Australia,2022-01-18,5,11,16.67,0.0
Australia,2022-01-18,50,59,96.4,94.74
Australia,2022-01-18,60,69,98.27,96.77
Australia,2022-01-18,70,79,102.42,100.99
Australia,2022-01-18,80,89,103.8,101.42
Australia,2022-01-18,90,,105.55,100.46
Australia,2022-01-19,12,15,81.86,75.26
Australia,2022-01-19,16,19,90.61,86.82
Australia,2022-01-19,20,29,88.69,85.11
Australia,2022-01-19,30,39,93.8,90.73
Australia,2022-01-19,40,49,94.7,92.56
Australia,2022-01-19,5,11,19.12,0.0
Australia,2022-01-19,50,59,96.44,94.79
Australia,2022-01-19,60,69,98.31,96.82
Australia,2022-01-19,70,79,102.46,101.03
Australia,2022-01-19,80,89,103.86,101.49
Australia,2022-01-19,90,,105.66,100.59
Australia,2022-01-20,12,15,82.07,75.38
Australia,2022-01-20,16,19,90.72,86.97
Australia,2022-01-20,20,29,88.75,85.19
Australia,2022-01-20,30,39,93.86,90.81
Australia,2022-01-20,40,49,94.75,92.62
Australia,2022-01-20,5,11,21.62,0.0
Australia,2022-01-20,50,59,96.48,94.84
Australia,2022-01-20,60,69,98.35,96.86
Australia,2022-01-20,70,79,102.5,101.08
Australia,2022-01-20,80,89,103.91,101.56
Australia,2022-01-20,90,,105.78,100.72
Australia,2022-01-21,12,15,82.31,75.54
Australia,2022-01-21,16,19,90.78,87.09
Australia,2022-01-21,20,29,88.81,85.29
Australia,2022-01-21,30,39,93.92,90.9
Australia,2022-01-21,40,49,94.79,92.68
Australia,2022-01-21,5,11,24.09,0.0
Australia,2022-01-21,50,59,96.52,94.89
Australia,2022-01-21,60,69,98.39,96.91
Australia,2022-01-21,70,79,102.54,101.12
Australia,2022-01-21,80,89,103.98,101.63
Australia,2022-01-21,90,,105.89,100.84
Australia,2022-01-22,12,15,82.53,75.69
Australia,2022-01-22,16,19,90.82,87.17
Australia,2022-01-22,20,29,88.86,85.38
Australia,2022-01-22,30,39,93.97,90.98
Australia,2022-01-22,40,49,94.83,92.74
Australia,2022-01-22,5,11,26.5,0.0
Australia,2022-01-22,50,59,96.55,94.94
Australia,2022-01-22,60,69,98.42,96.94
Australia,2022-01-22,70,79,102.58,101.17
Australia,2022-01-22,80,89,104.03,101.69
Australia,2022-01-22,90,,106.0,100.95
Australia,2022-01-23,12,15,82.61,75.72
Australia,2022-01-23,16,19,90.85,87.22
Australia,2022-01-23,20,29,88.88,85.43
Australia,2022-01-23,30,39,94.0,91.02
Australia,2022-01-23,40,49,94.84,92.77
Australia,2022-01-23,5,11,28.01,0.0
Australia,2022-01-23,50,59,96.56,94.96
Australia,2022-01-23,60,69,98.43,96.96
Australia,2022-01-23,70,79,102.6,101.19
Australia,2022-01-23,80,89,104.07,101.73
Australia,2022-01-23,90,,106.07,101.03
Australia,2022-01-24,12,15,82.64,75.73
Australia,2022-01-24,16,19,90.87,87.26
Australia,2022-01-24,20,29,88.9,85.46
Australia,2022-01-24,30,39,94.02,91.06
Australia,2022-01-24,40,49,94.85,92.79
Australia,2022-01-24,5,11,29.09,0.0
Australia,2022-01-24,50,59,96.57,94.97
Australia,2022-01-24,60,69,98.45,96.97
Australia,2022-01-24,70,79,102.62,101.21
Australia,2022-01-24,80,89,104.1,101.76
Australia,2022-01-24,90,,106.14,101.09
Australia,2022-01-25,12,15,82.83,75.82
Australia,2022-01-25,16,19,90.94,87.36
Australia,2022-01-25,20,29,88.94,85.54
Australia,2022-01-25,30,39,94.05,91.12
Australia,2022-01-25,40,49,94.88,92.83
Australia,2022-01-25,5,11,31.34,0.0
Australia,2022-01-25,50,59,96.6,95.01
Australia,2022-01-25,60,69,98.47,97.01
Australia,2022-01-25,70,79,102.65,101.24
Australia,2022-01-25,80,89,104.15,101.82
Australia,2022-01-25,90,,106.25,101.2
Australia,2022-01-26,12,15,83.04,75.95
Australia,2022-01-26,16,19,91.01,87.47
Australia,2022-01-26,20,29,88.99,85.62
Australia,2022-01-26,30,39,94.09,91.19
Australia,2022-01-26,40,49,94.92,92.89
Australia,2022-01-26,5,11,33.44,0.0
Australia,2022-01-26,50,59,96.63,95.06
Australia,2022-01-26,60,69,98.5,97.04
Australia,2022-01-26,70,79,102.69,101.29
Australia,2022-01-26,80,89,104.2,101.88
Australia,2022-01-26,90,,106.36,101.3
Australia,2022-01-27,12,15,83.06,75.95
Australia,2022-01-27,16,19,91.06,87.54
Australia,2022-01-27,20,29,89.0,85.64
Australia,2022-01-27,30,39,94.1,91.21
Australia,2022-01-27,40,49,94.93,92.91
Australia,2022-01-27,5,11,34.07,0.0
Australia,2022-01-27,50,59,96.64,95.07
Australia,2022-01-27,60,69,98.52,97.05
Australia,2022-01-27,70,79,102.71,101.31
Australia,2022-01-27,80,89,104.23,101.91
Australia,2022-01-27,90,,106.43,101.37
Australia,2022-01-28,12,15,83.26,76.16
Australia,2022-01-28,16,19,91.12,87.67
Australia,2022-01-28,20,29,89.03,85.74
Australia,2022-01-28,30,39,94.14,91.3
Australia,2022-01-28,40,49,94.95,92.97
Australia,2022-01-28,5,11,35.98,0.0
Australia,2022-01-28,50,59,96.67,95.13
Australia,2022-01-28,60,69,98.54,97.1
Australia,2022-01-28,70,79,102.74,101.35
Australia,2022-01-28,80,89,104.28,101.98
Australia,2022-01-28,90,,106.52,101.47
Australia,2022-01-29,12,15,83.46,76.37
Australia,2022-01-29,16,19,91.15,87.78
Australia,2022-01-29,20,29,89.08,85.84
Australia,2022-01-29,30,39,94.18,91.4
Australia,2022-01-29,40,49,94.98,93.04
Australia,2022-01-29,5,11,37.92,0.0
Australia,2022-01-29,50,59,96.69,95.18
Australia,2022-01-29,60,69,98.57,97.14
Australia,2022-01-29,70,79,102.77,101.39
Australia,2022-01-29,80,89,104.33,102.03
Australia,2022-01-29,90,,106.63,101.6
Australia,2022-01-30,12,15,83.53,76.47
Australia,2022-01-30,16,19,91.18,87.87
Australia,2022-01-30,20,29,89.09,85.9
Australia,2022-01-30,30,39,94.21,91.46
Australia,2022-01-30,40,49,95.0,93.08
Australia,2022-01-30,5,11,39.12,0.0
Australia,2022-01-30,50,59,96.7,95.2
Australia,2022-01-30,60,69,98.58,97.16
Australia,2022-01-30,70,79,102.79,101.42
Australia,2022-01-30,80,89,104.36,102.07
Australia,2022-01-30,90,,106.7,101.68
Australia,2022-01-31,12,15,83.55,76.5
Australia,2022-01-31,16,19,91.19,87.92
Australia,2022-01-31,20,29,89.11,85.95
Australia,2022-01-31,30,39,94.23,91.51
Australia,2022-01-31,40,49,95.0,93.1
Australia,2022-01-31,5,11,39.8,0.0
Australia,2022-01-31,50,59,96.7,95.21
Australia,2022-01-31,60,69,98.6,97.17
Australia,2022-01-31,70,79,102.81,101.44
Australia,2022-01-31,80,89,104.4,102.11
Australia,2022-01-31,90,,106.77,101.74
Australia,2022-02-01,12,15,83.66,76.61
Australia,2022-02-01,16,19,91.25,88.04
Australia,2022-02-01,20,29,89.15,86.06
Australia,2022-02-01,30,39,94.27,91.6
Australia,2022-02-01,40,49,95.03,93.16
Australia,2022-02-01,5,11,41.0,0.0
Australia,2022-02-01,50,59,96.73,95.26
Australia,2022-02-01,60,69,98.62,97.22
Australia,2022-02-01,70,79,102.84,101.48
Australia,2022-02-01,80,89,104.44,102.17
Australia,2022-02-01,90,,106.85,101.85
Australia,2022-02-02,12,15,83.73,76.7
Australia,2022-02-02,16,19,91.33,88.17
Australia,2022-02-02,20,29,89.2,86.15
Australia,2022-02-02,30,39,94.3,91.67
Australia,2022-02-02,40,49,95.06,93.23
Australia,2022-02-02,5,11,41.88,0.09
Australia,2022-02-02,50,59,96.75,95.31
Australia,2022-02-02,60,69,98.65,97.26
Australia,2022-02-02,70,79,102.87,101.52
Australia,2022-02-02,80,89,104.49,102.24
Australia,2022-02-02,90,,106.95,101.97
Australia,2022-02-03,12,15,83.81,76.8
Australia,2022-02-03,16,19,91.42,88.31
Australia,2022-02-03,20,29,89.23,86.23
Australia,2022-02-03,30,39,94.34,91.75
Australia,2022-02-03,40,49,95.09,93.28
Australia,2022-02-03,5,11,42.67,0.12
Australia,2022-02-03,50,59,96.78,95.35
Australia,2022-02-03,60,69,98.68,97.3
Australia,2022-02-03,70,79,102.9,101.56
Australia,2022-02-03,80,89,104.54,102.31
Australia,2022-02-03,90,,107.04,102.08
Australia,2022-02-04,12,15,83.92,76.93
Australia,2022-02-04,16,19,91.45,88.4
Australia,2022-02-04,20,29,89.27,86.31
Australia,2022-02-04,30,39,94.38,91.83
Australia,2022-02-04,40,49,95.11,93.33
Australia,2022-02-04,5,11,43.41,0.14
Australia,2022-02-04,50,59,96.81,95.4
Australia,2022-02-04,60,69,98.7,97.33
Australia,2022-02-04,70,79,102.93,101.6
Australia,2022-02-04,80,89,104.59,102.37
Australia,2022-02-04,90,,107.13,102.21
Australia,2022-02-05,12,15,84.03,77.11
Australia,2022-02-05,16,19,91.48,88.48
Australia,2022-02-05,20,29,89.31,86.39
Australia,2022-02-05,30,39,94.41,91.9
Australia,2022-02-05,40,49,95.14,93.39
Australia,2022-02-05,5,11,44.15,0.16
Australia,2022-02-05,50,59,96.83,95.44
Australia,2022-02-05,60,69,98.72,97.37
Australia,2022-02-05,70,79,102.96,101.65
Australia,2022-02-05,80,89,104.63,102.43
Australia,2022-02-05,90,,107.22,102.32
Australia,2022-02-06,12,15,84.06,77.23
Australia,2022-02-06,16,19,91.5,88.55
Australia,2022-02-06,20,29,89.32,86.43
Australia,2022-02-06,30,39,94.44,91.95
Australia,2022-02-06,40,49,95.15,93.42
Australia,2022-02-06,5,11,44.69,0.18
Australia,2022-02-06,50,59,96.83,95.46
Australia,2022-02-06,60,69,98.73,97.39
Australia,2022-02-06,70,79,102.98,101.67
Australia,2022-02-06,80,89,104.66,102.47
Australia,2022-02-06,90,,107.29,102.4
Australia,2022-02-07,12,15,84.06,77.27
Australia,2022-02-07,16,19,91.51,88.58
Australia,2022-02-07,20,29,89.33,86.45
Australia,2022-02-07,30,39,94.46,91.98
Australia,2022-02-07,40,49,95.15,93.43
Australia,2022-02-07,5,11,44.99,0.2
Australia,2022-02-07,50,59,96.84,95.47
Australia,2022-02-07,60,69,98.74,97.4
Australia,2022-02-07,70,79,103.0,101.69
Australia,2022-02-07,80,89,104.69,102.5
Australia,2022-02-07,90,,107.36,102.47
Australia,2022-02-08,12,15,84.11,77.37
Australia,2022-02-08,16,19,91.56,88.66
Australia,2022-02-08,20,29,89.37,86.53
Australia,2022-02-08,30,39,94.48,92.04
Australia,2022-02-08,40,49,95.17,93.47
Australia,2022-02-08,5,11,45.49,0.23
Australia,2022-02-08,50,59,96.86,95.51
Australia,2022-02-08,60,69,98.77,97.44
Australia,2022-02-08,70,79,103.02,101.73
Australia,2022-02-08,80,89,104.74,102.56
Australia,2022-02-08,90,,107.44,102.58
Australia,2022-02-09,12,15,84.16,77.46
Australia,2022-02-09,16,19,91.64,88.77
Australia,2022-02-09,20,29,89.41,86.59
Australia,2022-02-09,30,39,94.51,92.1
Australia,2022-02-09,40,49,95.19,93.52
Australia,2022-02-09,5,11,45.97,0.25
Australia,2022-02-09,50,59,96.88,95.54
Australia,2022-02-09,60,69,98.79,97.47
Australia,2022-02-09,70,79,103.05,101.77
Australia,2022-02-09,80,89,104.78,102.63
Australia,2022-02-09,90,,107.53,102.68
Australia,2022-02-10,12,15,84.21,77.57
Australia,2022-02-10,16,19,91.71,88.89
Australia,2022-02-10,20,29,89.44,86.66
Australia,2022-02-10,30,39,94.54,92.16
Australia,2022-02-10,40,49,95.22,93.56
Australia,2022-02-10,5,11,46.4,0.28
Australia,2022-02-10,50,59,96.9,95.58
Australia,2022-02-10,60,69,98.81,97.51
Australia,2022-02-10,70,79,103.08,101.81
Australia,2022-02-10,80,89,104.83,102.7
Australia,2022-02-10,90,,107.62,102.81
Australia,2022-02-11,12,15,84.29,77.7
Australia,2022-02-11,16,19,91.74,88.96
Australia,2022-02-11,20,29,89.48,86.73
Australia,2022-02-11,30,39,94.57,92.22
Australia,2022-02-11,40,49,95.24,93.61
Australia,2022-02-11,50,59,96.92,95.62
Australia,2022-02-11,60,69,98.83,97.54
Australia,2022-02-11,70,79,103.1,101.85
Australia,2022-02-11,80,89,104.87,102.76
Australia,2022-02-11,90,,107.72,102.92
Australia,2022-02-12,12,15,84.36,77.86
Australia,2022-02-12,16,19,91.76,89.02
Australia,2022-02-12,20,29,89.51,86.79
Australia,2022-02-12,30,39,94.6,92.28
Australia,2022-02-12,40,49,95.26,93.65
Australia,2022-02-12,50,59,96.94,95.65
Australia,2022-02-12,60,69,98.85,97.57
Australia,2022-02-12,70,79,103.13,101.9
Australia,2022-02-12,80,89,104.92,102.82
Australia,2022-02-12,90,,107.81,103.04
Australia,2022-02-13,12,15,84.38,77.98
Australia,2022-02-13,16,19,91.77,89.07
Australia,2022-02-13,20,29,89.52,86.82
Australia,2022-02-13,30,39,94.62,92.31
Australia,2022-02-13,40,49,95.27,93.67
Australia,2022-02-13,50,59,96.94,95.66
Australia,2022-02-13,60,69,98.86,97.59
Australia,2022-02-13,70,79,103.15,101.92
Australia,2022-02-13,80,89,104.94,102.86
Australia,2022-02-13,90,,107.88,103.12
Australia,2022-02-14,12,15,84.37,77.99
Australia,2022-02-14,16,19,91.79,89.09
Australia,2022-02-14,20,29,89.53,86.83
Australia,2022-02-14,30,39,94.64,92.34
Australia,2022-02-14,40,49,95.27,93.68
Australia,2022-02-14,50,59,96.94,95.67
Australia,2022-02-14,60,69,98.87,97.6
Australia,2022-02-14,70,79,103.16,101.93
Australia,2022-02-14,80,89,104.97,102.89
Australia,2022-02-14,90,,107.95,103.19
Australia,2022-02-15,12,15,84.4,78.08
Australia,2022-02-15,16,19,91.83,89.16
Australia,2022-02-15,20,29,89.56,86.89
Australia,2022-02-15,30,39,94.66,92.38
Australia,2022-02-15,40,49,95.29,93.71
Australia,2022-02-15,50,59,96.96,95.7
Australia,2022-02-15,60,69,98.89,97.63
Australia,2022-02-15,70,79,103.19,101.97
Australia,2022-02-15,80,89,105.01,102.95
Australia,2022-02-15,90,,108.04,103.31
Australia,2022-02-16,12,15,84.43,78.16
Australia,2022-02-16,16,19,91.89,89.26
Australia,2022-02-16,20,29,89.59,86.94
Australia,2022-02-16,30,39,94.68,92.42
Australia,2022-02-16,40,49,95.31,93.75
Australia,2022-02-16,50,59,96.98,95.73
Australia,2022-02-16,60,69,98.91,97.66
Australia,2022-02-16,70,79,103.21,102.01
Australia,2022-02-16,80,89,105.06,103.01
Australia,2022-02-16,90,,108.11,103.41
Australia,2022-02-17,12,15,84.46,78.21
Australia,2022-02-17,16,19,91.95,89.34
Australia,2022-02-17,20,29,89.62,86.99
Australia,2022-02-17,30,39,94.7,92.46
Australia,2022-02-17,40,49,95.33,93.78
Australia,2022-02-17,50,59,97.0,95.76
Australia,2022-02-17,60,69,98.93,97.69
Australia,2022-02-17,70,79,103.23,102.04
Australia,2022-02-17,80,89,105.09,103.07
Australia,2022-02-17,90,,108.21,103.51
Australia,2022-02-18,12,15,84.51,78.3
Australia,2022-02-18,16,19,91.98,89.39
Australia,2022-02-18,20,29,89.65,87.03
Australia,2022-02-18,30,39,94.73,92.5
Australia,2022-02-18,40,49,95.35,93.81
Australia,2022-02-18,50,59,97.02,95.79
Australia,2022-02-18,60,69,98.94,97.71
Australia,2022-02-18,70,79,103.26,102.07
Australia,2022-02-18,80,89,105.14,103.13
Australia,2022-02-18,90,,108.29,103.62
Australia,2022-02-19,12,15,84.57,78.45
Australia,2022-02-19,16,19,91.99,89.43
Australia,2022-02-19,20,29,89.69,87.09
Australia,2022-02-19,30,39,94.77,92.55
Australia,2022-02-19,40,49,95.38,93.85
Australia,2022-02-19,50,59,97.05,95.82
Australia,2022-02-19,60,69,98.96,97.74
Australia,2022-02-19,70,79,103.29,102.11
Australia,2022-02-19,80,89,105.18,103.18
Australia,2022-02-19,90,,108.36,103.71
Australia,2022-02-20,12,15,84.58,78.54
Australia,2022-02-20,16,19,92.01,89.47
Australia,2022-02-20,20,29,89.71,87.11
Australia,2022-02-20,30,39,94.79,92.57
Australia,2022-02-20,40,49,95.39,93.86
Australia,2022-02-20,50,59,97.05,95.83
Australia,2022-02-20,60,69,98.98,97.75
Australia,2022-02-20,70,79,103.31,102.13
Australia,2022-02-20,80,89,105.21,103.22
Australia,2022-02-20,90,,108.43,103.79
Australia,2022-02-21,12,15,84.56,78.54
Australia,2022-02-21,16,19,92.03,89.49
Australia,2022-02-21,20,29,89.71,87.12
Australia,2022-02-21,30,39,94.81,92.59
Australia,2022-02-21,40,49,95.4,93.87
Australia,2022-02-21,50,59,97.06,95.83
Australia,2022-02-21,60,69,98.99,97.76
Australia,2022-02-21,70,79,103.32,102.14
Australia,2022-02-21,80,89,105.24,103.25
Australia,2022-02-21,90,,108.5,103.86
Australia,2022-02-22,12,15,84.59,78.61
Australia,2022-02-22,16,19,92.07,89.56
Australia,2022-02-22,20,29,89.76,87.17
Australia,2022-02-22,30,39,94.85,92.63
Australia,2022-02-22,40,49,95.43,93.9
Australia,2022-02-22,50,59,97.09,95.86
Australia,2022-02-22,60,69,99.02,97.79
Australia,2022-02-22,70,79,103.35,102.17
Australia,2022-02-22,80,89,105.28,103.3
Australia,2022-02-22,90,,108.58,103.95
Australia,2022-02-23,12,15,84.62,78.66
Australia,2022-02-23,16,19,92.14,89.64
Australia,2022-02-23,20,29,89.81,87.21
Australia,2022-02-23,30,39,94.89,92.66
Australia,2022-02-23,40,49,95.47,93.93
Australia,2022-02-23,50,59,97.13,95.88
Australia,2022-02-23,60,69,99.06,97.81
Australia,2022-02-23,70,79,103.38,102.21
Australia,2022-02-23,80,89,105.32,103.35
Australia,2022-02-23,90,,108.66,104.05
Australia,2022-02-24,12,15,84.64,78.7
Australia,2022-02-24,16,19,92.22,89.73
Australia,2022-02-24,20,29,89.85,87.25
Australia,2022-02-24,30,39,94.93,92.7
Australia,2022-02-24,40,49,95.5,93.96
Australia,2022-02-24,50,59,97.15,95.91
Australia,2022-02-24,60,69,99.09,97.84
Australia,2022-02-24,70,79,103.41,102.24
Australia,2022-02-24,80,89,105.36,103.4
Australia,2022-02-24,90,,108.75,104.16
Australia,2022-02-25,12,15,84.69,78.77
Australia,2022-02-25,16,19,92.25,89.77
Australia,2022-02-25,20,29,89.9,87.29
Australia,2022-02-25,30,39,94.97,92.74
Australia,2022-02-25,40,49,95.53,93.98
Australia,2022-02-25,50,59,97.18,95.93
Australia,2022-02-25,60,69,99.11,97.86
Australia,2022-02-25,70,79,103.44,102.27
Australia,2022-02-25,80,89,105.4,103.45
Australia,2022-02-25,90,,108.83,104.25
Australia,2022-02-26,12,15,84.74,78.86
Australia,2022-02-26,16,19,92.26,89.8
Australia,2022-02-26,20,29,89.93,87.33
Australia,2022-02-26,30,39,95.0,92.77
Australia,2022-02-26,40,49,95.56,94.01
Australia,2022-02-26,50,59,97.21,95.96
Australia,2022-02-26,60,69,99.14,97.88
Australia,2022-02-26,70,79,103.48,102.3
Australia,2022-02-26,80,89,105.44,103.5
Australia,2022-02-26,90,,108.92,104.34
Australia,2022-02-27,12,15,84.74,78.91
Australia,2022-02-27,16,19,92.28,89.83
Australia,2022-02-27,20,29,89.95,87.35
Australia,2022-02-27,30,39,95.03,92.8
Australia,2022-02-27,40,49,95.57,94.02
Australia,2022-02-27,50,59,97.22,95.96
Australia,2022-02-27,60,69,99.15,97.89
Australia,2022-02-27,70,79,103.5,102.32
Australia,2022-02-27,80,89,105.47,103.53
Australia,2022-02-27,90,,108.98,104.41
Australia,2022-02-28,12,15,84.71,78.89
Australia,2022-02-28,16,19,92.29,89.84
Australia,2022-02-28,30,39,95.04,92.81
Australia,2022-02-28,50,59,97.22,95.97
Australia,2022-02-28,60,69,99.16,97.91
Australia,2022-02-28,70,79,103.51,102.34
Australia,2022-02-28,80,89,105.51,103.57
Australia,2022-02-28,90,,109.05,104.47
Australia,2022-03-01,12,15,84.72,78.91
Australia,2022-03-01,16,19,92.32,89.88
Australia,2022-03-01,20,29,89.97,87.37
Australia,2022-03-01,30,39,95.09,92.86
Australia,2022-03-01,50,59,97.28,96.02
Australia,2022-03-01,60,69,99.17,97.91
Australia,2022-03-01,70,79,103.57,102.4
Australia,2022-03-01,80,89,105.54,103.61
Australia,2022-03-01,90,,109.19,104.63
Australia,2022-03-02,12,15,84.74,78.93
Australia,2022-03-02,16,19,92.37,89.95
Australia,2022-03-02,20,29,89.99,87.4
Australia,2022-03-02,30,39,95.11,92.88
Australia,2022-03-02,40,49,95.59,94.04
Australia,2022-03-02,50,59,97.3,96.04
Australia,2022-03-02,60,69,99.19,97.93
Australia,2022-03-02,70,79,103.6,102.43
Australia,2022-03-02,80,89,105.58,103.66
Australia,2022-03-02,90,,109.26,104.71
Australia,2022-03-03,12,15,84.75,78.94
Australia,2022-03-03,16,19,92.43,90.02
